ElectDist,wfp_vote_totals,vote_totals,wfp_pct
37060,45,232,19.396551724137932
37061,82,361,22.714681440443215
37062,51,214,23.83177570093458
37063,143,671,21.311475409836067
37064,88,469,18.763326226012794
37065,104,491,21.181262729124235
37068,0,0,0.0
37070,0,0,0.0
38001,95,510,18.627450980392158
38002,126,613,20.554649265905383
38003,80,607,13.179571663920923
38004,98,615,15.934959349593496
38005,34,171,19.883040935672515
38006,95,547,17.36745886654479
38007,104,691,15.050651230101302
38008,0,1,0.0
38009,51,484,10.537190082644628
38010,56,470,11.914893617021276
38011,32,340,9.411764705882353
38012,53,427,12.412177985948478
38013,13,132,9.848484848484848
38014,38,464,8.189655172413794
38015,21,410,5.121951219512195
38016,1,49,2.0408163265306123
38017,36,431,8.352668213457077
38018,21,261,8.045977011494253
38019,32,374,8.556149732620321
38020,39,487,8.008213552361397
38021,19,375,5.066666666666666
38022,23,232,9.913793103448276
38023,36,465,7.741935483870968
38024,14,386,3.626943005181347
38025,6,224,2.6785714285714284
38026,22,400,5.5
38027,5,143,3.4965034965034967
38028,23,455,5.054945054945055
38029,16,343,4.664723032069971
38030,27,442,6.108597285067873
38031,15,238,6.302521008403361
38032,14,471,2.9723991507430996
38033,20,477,4.1928721174004195
38034,35,464,7.543103448275862
38035,26,395,6.582278481012659
38036,6,353,1.6997167138810199
38037,12,377,3.183023872679045
38038,8,234,3.4188034188034186
38039,15,271,5.535055350553505
38040,2,198,1.0101010101010102
38041,8,240,3.3333333333333335
38042,26,147,17.687074829931973
38043,1,9,11.11111111111111
38044,48,302,15.894039735099337
38045,11,209,5.2631578947368425
38046,52,525,9.904761904761905
38047,29,513,5.653021442495127
38048,22,492,4.471544715447155
38049,7,169,4.1420118343195265
38050,9,410,2.1951219512195124
38051,6,461,1.3015184381778742
38052,13,97,13.402061855670103
38053,38,321,11.838006230529595
38054,0,0,0.0
39001,100,716,13.966480446927374
39002,137,820,16.70731707317073
39003,84,653,12.863705972434916
39004,75,668,11.22754491017964
39005,81,559,14.490161001788909
39006,175,896,19.53125
39007,92,696,13.218390804597702
39008,107,831,12.876052948255115
39009,55,325,16.923076923076923
39010,31,206,15.048543689320388
39011,5,22,22.727272727272727
39012,12,271,4.428044280442805
39013,10,168,5.9523809523809526
39014,21,302,6.953642384105961
39015,28,441,6.349206349206349
39016,1,42,2.380952380952381
39017,12,213,5.633802816901408
39018,26,476,5.46218487394958
39019,28,466,6.008583690987124
39020,5,117,4.273504273504273
39021,14,238,5.882352941176471
39022,15,327,4.587155963302752
39023,13,274,4.744525547445256
39024,4,112,3.5714285714285716
39025,12,232,5.172413793103448
39026,19,322,5.900621118012422
39027,4,77,5.194805194805195
39028,31,410,7.560975609756097
39029,7,161,4.3478260869565215
39030,15,318,4.716981132075472
39031,9,269,3.345724907063197
39032,14,378,3.7037037037037037
39033,11,252,4.365079365079365
39034,17,345,4.927536231884058
39035,16,339,4.71976401179941
39036,21,227,9.251101321585903
39037,13,195,6.666666666666667
39038,5,171,2.9239766081871346
39039,15,321,4.672897196261682
39040,2,38,5.2631578947368425
39041,19,453,4.194260485651214
39042,15,225,6.666666666666667
39043,9,176,5.113636363636363
39044,13,283,4.593639575971731
39045,16,310,5.161290322580645
39046,25,420,5.9523809523809526
39047,14,233,6.008583690987124
39048,41,230,17.82608695652174
39049,17,334,5.089820359281437
39050,5,102,4.901960784313726
39051,13,232,5.603448275862069
39052,7,102,6.862745098039215
39053,3,24,12.5
39054,5,83,6.024096385542169
39055,2,31,6.451612903225806
40001,25,357,7.002801120448179
40002,9,172,5.232558139534884
40003,13,209,6.220095693779904
40004,13,321,4.049844236760125
40005,11,220,5.0
40006,7,141,4.964539007092198
40007,21,361,5.8171745152354575
40008,13,359,3.6211699164345403
40009,17,404,4.207920792079208
40010,12,230,5.217391304347826
40011,12,303,3.9603960396039604
40012,8,305,2.622950819672131
40013,4,161,2.484472049689441
40014,4,212,1.8867924528301887
40015,11,229,4.8034934497816595
40016,8,308,2.5974025974025974
40017,10,187,5.347593582887701
40018,15,251,5.9760956175298805
40019,11,269,4.089219330855019
40020,12,380,3.1578947368421053
40021,10,382,2.6178010471204187
40022,10,164,6.097560975609756
40023,29,433,6.697459584295612
40024,20,271,7.380073800738008
40026,20,478,4.184100418410042
40027,15,420,3.5714285714285716
40028,18,543,3.314917127071823
40029,18,423,4.25531914893617
40030,10,389,2.570694087403599
40031,18,313,5.7507987220447285
40032,11,186,5.913978494623656
40033,13,320,4.0625
40034,11,215,5.116279069767442
40035,4,92,4.3478260869565215
40036,1,32,3.125
40037,10,343,2.9154518950437316
40038,9,230,3.9130434782608696
40039,6,160,3.75
40040,14,230,6.086956521739131
40041,14,309,4.53074433656958
40042,0,12,0.0
40043,14,335,4.17910447761194
40044,4,145,2.7586206896551726
40045,14,258,5.426356589147287
40046,11,156,7.051282051282051
40047,15,323,4.643962848297214
40048,9,77,11.688311688311689
40049,0,0,0.0
41001,20,793,2.5220680958385877
41002,14,692,2.023121387283237
41003,7,532,1.3157894736842106
41004,43,875,4.914285714285715
41005,17,565,3.0088495575221237
41006,16,621,2.576489533011272
41007,23,725,3.1724137931034484
41008,8,606,1.3201320132013201
41009,15,789,1.9011406844106464
41010,14,513,2.729044834307992
41011,19,697,2.72596843615495
41012,8,280,2.857142857142857
41013,17,438,3.8812785388127855
41014,9,114,7.894736842105263
41015,2,132,1.5151515151515151
41016,13,315,4.126984126984127
41017,6,492,1.2195121951219512
41018,9,518,1.7374517374517375
41019,18,578,3.114186851211073
41020,5,62,8.064516129032258
41021,4,123,3.252032520325203
41022,21,311,6.752411575562701
41023,10,148,6.756756756756757
41024,17,245,6.938775510204081
41025,19,245,7.755102040816326
41026,24,305,7.868852459016393
41027,15,292,5.136986301369863
41028,3,191,1.5706806282722514
41029,8,107,7.4766355140186915
41030,3,119,2.5210084033613445
41031,8,124,6.451612903225806
41032,9,510,1.7647058823529411
41033,21,296,7.094594594594595
41034,15,322,4.658385093167702
41035,9,133,6.7669172932330826
41036,5,118,4.237288135593221
41037,3,162,1.8518518518518519
41038,8,72,11.11111111111111
41039,1,122,0.819672131147541
41040,12,227,5.286343612334802
41041,3,159,1.8867924528301887
41042,8,238,3.361344537815126
41043,19,239,7.949790794979079
41044,8,205,3.902439024390244
41045,15,331,4.531722054380665
41046,15,193,7.772020725388601
41047,11,263,4.182509505703422
41048,14,294,4.761904761904762
41049,18,430,4.186046511627907
41050,15,371,4.0431266846361185
41051,11,244,4.508196721311475
41052,26,466,5.579399141630901
41053,9,135,6.666666666666667
41054,7,83,8.433734939759036
41055,13,260,5.0
41056,10,213,4.694835680751174
41057,12,172,6.976744186046512
41058,12,262,4.580152671755725
41059,2,101,1.9801980198019802
41060,9,122,7.377049180327869
41061,7,216,3.240740740740741
41062,0,0,0.0
41063,18,283,6.360424028268551
41064,15,235,6.382978723404255
41065,2,66,3.0303030303030303
41066,10,164,6.097560975609756
41067,5,148,3.3783783783783785
41068,4,110,3.6363636363636362
41069,5,58,8.620689655172415
41070,4,70,5.714285714285714
41071,8,102,7.8431372549019605
41072,0,0,0.0
42001,7,35,20.0
42002,95,602,15.780730897009967
42003,151,799,18.898623279098874
42004,122,748,16.310160427807485
42005,113,699,16.165951359084406
42006,125,794,15.743073047858942
42007,110,907,12.127894156560089
42008,41,449,9.131403118040089
42009,53,769,6.8920676202860855
42010,33,843,3.9145907473309607
42011,140,821,17.05237515225335
42012,68,799,8.51063829787234
42013,88,881,9.988649262202044
42014,55,688,7.994186046511628
42015,50,822,6.082725060827251
42016,35,701,4.992867332382311
42017,40,744,5.376344086021505
42018,34,572,5.944055944055944
42019,114,826,13.801452784503631
42020,80,790,10.126582278481013
42021,64,725,8.827586206896552
42022,103,678,15.191740412979351
42023,64,815,7.852760736196319
42024,85,767,11.082138200782268
42025,62,696,8.908045977011493
42026,114,633,18.009478672985782
42027,40,229,17.467248908296945
42028,4,38,10.526315789473685
42029,65,762,8.530183727034121
42030,47,464,10.129310344827585
42031,25,606,4.125412541254126
42032,40,584,6.8493150684931505
42033,25,592,4.222972972972973
42034,14,428,3.2710280373831777
42035,30,656,4.573170731707317
42036,33,704,4.6875
42037,31,788,3.934010152284264
42038,43,773,5.562742561448901
42039,31,743,4.172274562584119
42040,26,609,4.269293924466338
42041,79,793,9.96216897856242
42042,47,588,7.993197278911564
42043,34,766,4.438642297650131
42044,25,539,4.638218923933209
42045,47,491,9.572301425661914
42046,18,521,3.45489443378119
42047,34,747,4.551539491298527
42048,2,12,16.666666666666668
42049,95,619,15.347334410339258
42050,32,746,4.289544235924933
42051,20,501,3.992015968063872
42052,10,111,9.00900900900901
42053,25,482,5.186721991701245
42054,0,45,0.0
42055,12,365,3.287671232876712
42056,13,191,6.806282722513089
42057,0,12,0.0
42058,7,214,3.2710280373831777
42059,2,55,3.6363636363636362
42060,55,479,11.482254697286013
42061,138,865,15.953757225433526
42062,0,0,0.0
43001,139,721,19.27877947295423
43002,121,787,15.374841168996188
43003,100,676,14.792899408284024
43004,87,820,10.609756097560975
43005,91,526,17.30038022813688
43006,77,615,12.520325203252032
43007,39,703,5.547652916073969
43008,86,527,16.31878557874763
43009,20,401,4.987531172069826
43010,161,815,19.754601226993866
43011,120,621,19.32367149758454
43012,71,492,14.43089430894309
43013,59,596,9.899328859060402
43014,59,485,12.164948453608247
43015,38,474,8.016877637130802
43016,47,659,7.132018209408194
43017,28,487,5.749486652977413
43018,103,770,13.376623376623376
43019,70,678,10.32448377581121
43020,50,387,12.919896640826874
43021,6,212,2.830188679245283
43022,24,373,6.434316353887399
43023,45,637,7.06436420722135
43024,23,349,6.590257879656161
43025,21,404,5.198019801980198
43026,5,102,4.901960784313726
43027,34,387,8.785529715762275
43028,10,125,8.0
43029,72,580,12.413793103448276
43030,90,692,13.00578034682081
43031,139,834,16.666666666666668
43032,99,690,14.347826086956522
43033,130,819,15.873015873015873
43034,73,623,11.717495987158909
43035,58,712,8.146067415730338
43036,113,798,14.160401002506266
43037,212,950,22.31578947368421
43038,125,851,14.688601645123384
43039,80,722,11.0803324099723
43040,91,769,11.833550065019505
43041,87,842,10.332541567695962
43042,103,744,13.844086021505376
43043,44,532,8.270676691729323
43044,19,542,3.5055350553505535
43045,8,589,1.3582342954159592
43046,4,332,1.2048192771084338
43047,24,840,2.857142857142857
43048,3,110,2.727272727272727
43049,9,516,1.744186046511628
43050,22,415,5.301204819277109
43051,16,393,4.071246819338422
43052,18,652,2.7607361963190185
43053,135,819,16.483516483516482
43054,152,869,17.491369390103568
43055,76,633,12.006319115323855
43056,105,876,11.986301369863014
43057,124,946,13.10782241014799
43058,67,733,9.140518417462483
43059,127,898,14.142538975501113
43060,118,770,15.324675324675324
43061,85,720,11.805555555555555
43062,34,502,6.772908366533865
43063,51,663,7.6923076923076925
43064,82,891,9.20314253647587
43065,52,691,7.525325615050651
43066,56,752,7.446808510638298
43067,61,895,6.815642458100559
43068,6,326,1.8404907975460123
44001,101,947,10.665258711721226
44002,141,633,22.274881516587676
44003,37,224,16.517857142857142
44004,118,646,18.26625386996904
44005,53,255,20.784313725490197
44006,171,1513,11.302048909451422
44007,210,953,22.03567681007345
44008,142,814,17.444717444717444
44009,136,803,16.936488169364882
44010,106,514,20.622568093385215
44011,109,453,24.061810154525386
44012,136,641,21.21684867394696
44013,55,331,16.61631419939577
44014,139,696,19.971264367816094
44015,46,250,18.4
44016,230,1292,17.80185758513932
44017,192,1093,17.56633119853614
44018,139,790,17.59493670886076
44019,97,530,18.30188679245283
44020,55,428,12.850467289719626
44021,127,655,19.389312977099237
44022,133,647,20.556414219474497
44023,176,1006,17.495029821073558
44024,118,816,14.46078431372549
44025,182,971,18.743563336766222
44026,140,742,18.867924528301888
44027,155,868,17.857142857142858
44028,157,908,17.290748898678412
44029,173,970,17.835051546391753
44030,158,869,18.181818181818183
44031,206,1038,19.845857418111752
44032,177,998,17.73547094188377
44033,205,953,21.511017838405035
44034,105,537,19.553072625698324
44035,110,565,19.469026548672566
44036,186,1007,18.470705064548163
44037,148,925,16.0
44038,215,967,22.233712512926576
44039,192,824,23.300970873786408
44040,126,586,21.501706484641637
44041,139,635,21.88976377952756
44042,8,155,5.161290322580645
44043,134,575,23.304347826086957
44044,40,267,14.9812734082397
44045,165,711,23.206751054852322
44046,173,726,23.829201101928376
44047,58,346,16.76300578034682
44048,37,339,10.914454277286136
44049,2,50,4.0
44050,2,38,5.2631578947368425
44051,4,25,16.0
44052,9,46,19.565217391304348
44053,25,236,10.59322033898305
44054,113,648,17.438271604938272
44055,61,206,29.611650485436893
44056,145,654,22.171253822629968
44057,65,376,17.28723404255319
44058,61,371,16.442048517520217
44059,96,330,29.09090909090909
44060,30,189,15.873015873015873
44061,195,999,19.51951951951952
44062,122,749,16.288384512683578
44063,90,650,13.846153846153847
44064,118,640,18.4375
44065,120,589,20.37351443123939
44066,113,603,18.739635157545607
44067,59,353,16.71388101983003
44068,93,431,21.577726218097446
44069,45,384,11.71875
44070,36,358,10.05586592178771
44071,37,336,11.011904761904763
44072,65,433,15.011547344110854
44073,38,223,17.04035874439462
44074,84,480,17.5
44075,0,4,0.0
44076,40,257,15.56420233463035
44077,35,183,19.12568306010929
44078,43,318,13.522012578616351
44082,63,277,22.743682310469314
44083,47,296,15.878378378378379
44084,98,462,21.21212121212121
44085,43,259,16.602316602316602
44086,0,1,0.0
44087,1,17,5.882352941176471
44088,29,242,11.983471074380166
44089,26,159,16.352201257861637
45001,16,147,10.884353741496598
45002,14,150,9.333333333333334
45003,23,235,9.787234042553191
45004,14,242,5.785123966942149
45005,15,225,6.666666666666667
45006,15,229,6.550218340611353
45007,6,114,5.2631578947368425
45008,4,58,6.896551724137931
45009,13,163,7.975460122699387
45010,4,53,7.547169811320755
45011,4,54,7.407407407407407
45012,2,35,5.714285714285714
45013,3,48,6.25
45014,9,92,9.782608695652174
45015,13,84,15.476190476190476
45016,5,97,5.154639175257732
45017,4,108,3.7037037037037037
45018,0,27,0.0
45019,4,89,4.49438202247191
45020,13,182,7.142857142857143
45021,5,63,7.936507936507937
45022,3,85,3.5294117647058822
45023,15,302,4.966887417218543
45024,15,314,4.777070063694268
45025,0,37,0.0
45026,1,31,3.225806451612903
45027,10,184,5.434782608695652
45028,6,153,3.9215686274509802
45029,0,75,0.0
45030,9,179,5.027932960893855
45031,13,254,5.118110236220472
45032,7,188,3.723404255319149
45033,9,92,9.782608695652174
45034,9,203,4.433497536945813
45035,9,92,9.782608695652174
45036,21,314,6.687898089171974
45037,16,318,5.031446540880503
45038,7,97,7.216494845360825
45039,1,26,3.8461538461538463
45040,8,203,3.9408866995073892
45041,15,284,5.28169014084507
45042,10,251,3.9840637450199203
45043,13,208,6.25
45044,13,246,5.284552845528455
45045,11,223,4.932735426008969
45046,14,244,5.737704918032787
45047,11,242,4.545454545454546
45048,11,215,5.116279069767442
45049,5,98,5.1020408163265305
45050,7,162,4.320987654320987
45051,8,159,5.031446540880503
45052,9,137,6.569343065693431
45053,5,127,3.937007874015748
45054,1,34,2.9411764705882355
45055,1,10,10.0
46001,34,358,9.497206703910615
46002,44,373,11.796246648793566
46003,63,531,11.864406779661017
46004,59,461,12.79826464208243
46005,41,460,8.91304347826087
46006,35,413,8.474576271186441
46007,39,410,9.512195121951219
46008,38,397,9.571788413098236
46009,58,535,10.841121495327103
46010,51,513,9.941520467836257
46011,26,302,8.609271523178808
46012,39,588,6.63265306122449
46013,41,551,7.441016333938294
46014,43,555,7.747747747747748
46015,38,411,9.245742092457421
46016,38,482,7.8838174273858925
46017,30,366,8.19672131147541
46018,46,430,10.69767441860465
46019,32,504,6.349206349206349
46020,40,562,7.117437722419929
46021,4,101,3.9603960396039604
46022,21,370,5.675675675675675
46023,15,233,6.437768240343348
46024,6,158,3.7974683544303796
46025,10,207,4.830917874396135
46026,17,299,5.68561872909699
46027,24,467,5.139186295503212
46028,11,224,4.910714285714286
46029,8,79,10.126582278481013
46030,3,53,5.660377358490566
46031,7,148,4.72972972972973
46032,3,84,3.5714285714285716
46033,2,43,4.651162790697675
46034,6,186,3.225806451612903
46035,1,73,1.36986301369863
46036,14,172,8.13953488372093
46037,0,1,0.0
46038,16,202,7.920792079207921
46039,13,252,5.158730158730159
46040,11,273,4.029304029304029
46041,15,361,4.1551246537396125
46042,9,383,2.349869451697128
46043,13,332,3.9156626506024095
46044,7,243,2.880658436213992
46045,6,236,2.542372881355932
46046,9,329,2.735562310030395
46047,6,385,1.5584415584415585
46048,11,381,2.8871391076115485
46049,8,138,5.797101449275362
46050,18,450,4.0
46051,7,303,2.31023102310231
46052,6,299,2.0066889632107023
46053,33,428,7.710280373831775
46054,3,75,4.0
46055,6,124,4.838709677419355
46056,15,211,7.109004739336493
46057,4,125,3.2
46058,6,120,5.0
46059,3,92,3.260869565217391
46060,5,94,5.319148936170213
46061,18,297,6.0606060606060606
46062,5,130,3.8461538461538463
46063,7,97,7.216494845360825
46064,3,70,4.285714285714286
46065,3,103,2.912621359223301
46066,13,166,7.831325301204819
46067,5,90,5.555555555555555
46068,6,184,3.260869565217391
46069,15,188,7.9787234042553195
46070,9,197,4.568527918781726
46071,9,248,3.629032258064516
46072,0,0,0.0
46073,4,87,4.597701149425287
47001,10,123,8.130081300813009
47002,17,311,5.466237942122186
47003,16,129,12.4031007751938
47004,22,250,8.8
47005,18,317,5.678233438485805
47006,8,150,5.333333333333333
47007,10,192,5.208333333333333
47008,7,134,5.223880597014926
47009,20,222,9.00900900900901
47010,7,162,4.320987654320987
47011,15,253,5.928853754940712
47012,23,297,7.744107744107744
47013,10,187,5.347593582887701
47014,31,348,8.908045977011493
47015,2,22,9.090909090909092
47016,2,50,4.0
47017,2,31,6.451612903225806
47018,7,147,4.761904761904762
47019,10,180,5.555555555555555
47020,18,174,10.344827586206897
47021,18,243,7.407407407407407
47022,10,166,6.024096385542169
47023,20,339,5.899705014749262
47024,13,202,6.435643564356436
47025,9,232,3.8793103448275863
47026,8,208,3.8461538461538463
47027,9,306,2.9411764705882355
47028,5,112,4.464285714285714
47029,13,222,5.8558558558558556
47030,1,15,6.666666666666667
47031,0,24,0.0
47032,8,166,4.819277108433735
47033,15,255,5.882352941176471
47034,14,234,5.982905982905983
47035,6,217,2.7649769585253456
47036,8,180,4.444444444444445
47037,8,216,3.7037037037037037
47038,14,213,6.572769953051643
47039,15,175,8.571428571428571
47040,4,61,6.557377049180328
47041,5,72,6.944444444444445
47042,14,410,3.4146341463414633
47043,17,295,5.762711864406779
47044,18,283,6.360424028268551
47045,18,303,5.9405940594059405
47046,15,235,6.382978723404255
47047,21,287,7.317073170731708
47048,7,85,8.235294117647058
47049,17,257,6.614785992217898
47050,16,290,5.517241379310345
47051,2,42,4.761904761904762
47052,11,128,8.59375
47053,13,197,6.598984771573604
47054,12,216,5.555555555555555
47055,0,27,0.0
47056,1,30,3.3333333333333335
47057,7,123,5.691056910569106
47058,4,132,3.0303030303030303
47059,4,133,3.007518796992481
47060,6,53,11.320754716981131
47061,0,0,0.0
48001,3,41,7.317073170731708
48002,3,50,6.0
48003,1,28,3.5714285714285716
48004,2,60,3.3333333333333335
48005,14,116,12.068965517241379
48006,13,131,9.923664122137405
48007,1,14,7.142857142857143
48008,2,59,3.389830508474576
48009,2,16,12.5
48010,2,106,1.8867924528301887
48011,0,3,0.0
48012,0,13,0.0
48013,8,83,9.63855421686747
48014,8,121,6.6115702479338845
48015,34,260,13.076923076923077
48016,10,213,4.694835680751174
48017,0,11,0.0
48018,0,1,0.0
48019,15,192,7.8125
48020,22,184,11.956521739130435
48021,2,103,1.941747572815534
48022,1,18,5.555555555555555
48023,30,291,10.309278350515465
48024,9,260,3.4615384615384617
48025,12,243,4.938271604938271
48026,3,85,3.5294117647058822
48027,7,139,5.0359712230215825
48028,6,103,5.825242718446602
48029,6,134,4.477611940298507
48030,5,67,7.462686567164179
48031,2,44,4.545454545454546
48032,1,39,2.5641025641025643
48033,11,180,6.111111111111111
48034,5,77,6.4935064935064934
48035,3,149,2.0134228187919465
48036,6,119,5.042016806722689
48037,1,42,2.380952380952381
48038,10,123,8.130081300813009
48039,4,102,3.9215686274509802
48040,5,62,8.064516129032258
48041,3,40,7.5
48042,0,17,0.0
48043,1,53,1.8867924528301887
48044,0,21,0.0
48045,5,75,6.666666666666667
48046,2,51,3.9215686274509802
48047,4,48,8.333333333333334
48048,4,73,5.47945205479452
48049,2,42,4.761904761904762
48050,0,21,0.0
48051,2,18,11.11111111111111
48052,6,65,9.23076923076923
48053,0,4,0.0
48055,1,44,2.272727272727273
48056,1,7,14.285714285714286
48057,1,14,7.142857142857143
49002,2,42,4.761904761904762
49003,0,35,0.0
49004,13,134,9.701492537313433
49005,9,118,7.627118644067797
49006,8,168,4.761904761904762
49007,7,140,5.0
49008,17,182,9.340659340659341
49009,14,191,7.329842931937173
49010,9,158,5.69620253164557
49011,15,170,8.823529411764707
49012,16,170,9.411764705882353
49013,3,32,9.375
49014,8,98,8.16326530612245
49015,8,163,4.9079754601226995
49016,15,243,6.172839506172839
49017,31,337,9.198813056379821
49018,12,258,4.651162790697675
49019,8,160,5.0
49020,4,69,5.797101449275362
49021,7,106,6.60377358490566
49022,12,132,9.090909090909092
49023,15,191,7.853403141361256
49024,12,216,5.555555555555555
49025,10,245,4.081632653061225
49026,15,232,6.4655172413793105
49027,17,241,7.053941908713693
49028,12,177,6.779661016949152
49029,9,149,6.040268456375839
49030,24,276,8.695652173913043
49031,10,273,3.663003663003663
49032,21,288,7.291666666666667
49033,23,261,8.812260536398467
49034,12,179,6.70391061452514
49035,18,262,6.870229007633588
49036,11,204,5.392156862745098
49037,21,271,7.749077490774908
49038,13,181,7.18232044198895
49039,21,329,6.382978723404255
49040,15,244,6.147540983606557
49041,20,325,6.153846153846154
49042,13,187,6.951871657754011
49043,15,191,7.853403141361256
49044,4,94,4.25531914893617
49045,4,119,3.361344537815126
49046,0,6,0.0
49047,10,171,5.847953216374269
49048,2,28,7.142857142857143
49049,1,61,1.639344262295082
49050,8,180,4.444444444444445
49051,7,97,7.216494845360825
49052,14,99,14.141414141414142
49053,17,177,9.6045197740113
49055,0,0,0.0
50001,180,1615,11.145510835913313
50002,128,703,18.207681365576104
50003,122,725,16.82758620689655
50004,142,809,17.552533992583438
50005,118,797,14.805520702634881
50006,110,633,17.377567140600316
50007,85,711,11.954992967651195
50008,153,948,16.139240506329113
50009,1,6,16.666666666666668
50010,77,356,21.629213483146067
50011,112,524,21.374045801526716
50012,51,579,8.808290155440414
50013,99,598,16.555183946488295
50014,151,796,18.969849246231156
50015,99,631,15.689381933438986
50016,149,705,21.134751773049647
50017,172,765,22.483660130718953
50018,119,625,19.04
50019,141,707,19.943422913719942
50020,162,789,20.53231939163498
50021,142,717,19.804741980474198
50022,87,781,11.139564660691422
50023,83,786,10.559796437659033
50024,132,1248,10.576923076923077
50025,71,622,11.414790996784566
50026,85,1061,8.011310084825636
50027,75,1016,7.381889763779528
50028,32,353,9.06515580736544
50029,74,924,8.008658008658008
50030,40,818,4.88997555012225
50031,22,425,5.176470588235294
50032,23,439,5.239179954441913
50033,41,444,9.234234234234235
50034,58,501,11.57684630738523
50035,11,242,4.545454545454546
50036,7,168,4.166666666666667
50037,5,169,2.9585798816568047
50038,13,296,4.391891891891892
50039,5,68,7.352941176470588
50040,11,163,6.748466257668712
50041,20,236,8.474576271186441
50042,9,95,9.473684210526315
50043,1,28,3.5714285714285716
50044,13,115,11.304347826086957
50045,6,43,13.953488372093023
50046,6,80,7.5
50047,0,15,0.0
50048,0,25,0.0
50049,1,36,2.7777777777777777
50050,55,538,10.223048327137546
50051,77,634,12.145110410094638
50052,61,712,8.567415730337078
50053,56,719,7.7885952712100135
50054,46,434,10.599078341013826
50055,20,261,7.662835249042145
50056,98,916,10.698689956331878
50057,145,952,15.231092436974789
50058,109,750,14.533333333333333
50059,142,799,17.77221526908636
50060,105,635,16.53543307086614
50061,133,837,15.890083632019117
50062,125,676,18.49112426035503
50063,111,609,18.226600985221676
50064,1,6,16.666666666666668
50065,46,428,10.74766355140187
51001,35,300,11.666666666666666
51002,31,263,11.787072243346008
51003,4,169,2.366863905325444
51004,9,174,5.172413793103448
51005,12,180,6.666666666666667
51006,28,391,7.161125319693094
51007,45,432,10.416666666666666
51008,46,448,10.267857142857142
51009,33,338,9.763313609467456
51010,22,171,12.865497076023392
51011,47,415,11.325301204819278
51012,19,250,7.6
51013,56,405,13.82716049382716
51014,38,414,9.178743961352657
51015,35,406,8.620689655172415
51016,46,432,10.648148148148149
51017,79,415,19.03614457831325
51018,138,581,23.752151462994835
51019,81,495,16.363636363636363
51020,57,425,13.411764705882353
51021,123,746,16.487935656836463
51022,161,807,19.950433705080545
51023,89,522,17.049808429118773
51024,139,758,18.337730870712402
51025,122,543,22.467771639042358
51026,144,808,17.821782178217823
51027,41,234,17.521367521367523
51028,207,1076,19.237918215613384
51029,167,1115,14.977578475336323
51030,44,252,17.46031746031746
51031,9,110,8.181818181818182
51032,15,173,8.670520231213873
51033,101,644,15.683229813664596
51034,40,497,8.048289738430583
51035,35,377,9.283819628647215
51036,63,486,12.962962962962964
51037,17,407,4.176904176904177
51038,20,349,5.730659025787966
51039,0,5,0.0
51040,141,660,21.363636363636363
51041,126,588,21.428571428571427
51042,191,803,23.785803237858033
51043,0,9,0.0
51044,154,672,22.916666666666668
51045,91,440,20.681818181818183
51046,37,328,11.28048780487805
51047,46,369,12.466124661246612
51048,41,155,26.451612903225808
51049,23,193,11.917098445595855
51050,12,137,8.75912408759124
51051,7,115,6.086956521739131
51052,52,386,13.471502590673575
51053,9,171,5.2631578947368425
51054,45,409,11.00244498777506
51055,2,9,22.22222222222222
51056,9,91,9.89010989010989
52001,1,14,7.142857142857143
52002,68,667,10.194902548725636
52003,26,142,18.309859154929576
52005,64,540,11.851851851851851
52006,47,1006,4.671968190854871
52007,50,839,5.959475566150179
52008,34,697,4.878048780487805
52009,75,755,9.933774834437086
52010,111,908,12.224669603524228
52011,100,810,12.345679012345679
52012,72,839,8.581644815256258
52013,10,72,13.88888888888889
52014,46,713,6.451612903225806
52015,64,709,9.026798307475318
52016,74,1119,6.613047363717605
52017,85,997,8.525576730190572
52018,76,908,8.370044052863436
52019,64,553,11.573236889692586
52020,93,906,10.264900662251655
52021,89,1163,7.6526225279449696
52022,117,1100,10.636363636363637
52023,44,309,14.239482200647249
52024,78,934,8.35117773019272
52025,111,1013,10.957551826258637
52026,97,1271,7.631785995279308
52028,75,713,10.518934081346423
52029,88,933,9.431939978563772
52030,82,949,8.640674394099051
52031,74,624,11.85897435897436
52032,66,783,8.42911877394636
52033,39,326,11.963190184049079
52034,72,715,10.06993006993007
52035,84,580,14.482758620689655
52036,82,806,10.173697270471465
52037,84,710,11.830985915492958
52038,32,397,8.060453400503778
52039,103,861,11.962833914053427
52040,123,929,13.240043057050592
52041,113,725,15.586206896551724
52042,112,992,11.290322580645162
52043,107,634,16.876971608832807
52044,104,707,14.71004243281471
52045,111,759,14.624505928853756
52046,111,815,13.61963190184049
52047,109,858,12.703962703962704
52048,124,842,14.726840855106888
52049,135,883,15.288788221970554
52050,160,881,18.161180476730987
52051,40,311,12.861736334405144
52052,124,722,17.174515235457065
52053,76,527,14.421252371916509
52054,94,743,12.651413189771198
52055,15,386,3.8860103626943006
52056,14,333,4.2042042042042045
52057,100,663,15.082956259426847
52058,38,279,13.620071684587813
52059,13,344,3.7790697674418605
52060,152,1038,14.64354527938343
52061,118,948,12.447257383966244
52062,86,555,15.495495495495495
52063,100,853,11.723329425556859
52064,141,649,21.725731895223422
52065,126,822,15.328467153284672
52066,135,877,15.39338654503991
52067,173,815,21.226993865030675
52068,158,835,18.922155688622755
52069,196,955,20.523560209424083
52070,37,243,15.22633744855967
52071,117,749,15.620827770360481
