ElectDist,wfp_vote_totals,vote_totals,wfp_pct
80038,9,517,1.7408123791102514
80040,18,369,4.878048780487805
80041,17,515,3.3009708737864076
80042,28,636,4.40251572327044
80043,29,539,5.380333951762523
80044,9,380,2.3684210526315788
80045,16,444,3.6036036036036037
80046,12,302,3.9735099337748343
80047,13,208,6.25
80048,9,293,3.0716723549488054
80049,16,346,4.624277456647399
80050,15,407,3.6855036855036856
80051,13,401,3.2418952618453867
80052,1,53,1.8867924528301887
80053,23,405,5.679012345679013
80054,17,950,1.7894736842105263
80055,18,434,4.147465437788019
80056,18,406,4.433497536945813
80057,27,537,5.027932960893855
80058,11,290,3.793103448275862
80059,11,268,4.104477611940299
80060,6,101,5.9405940594059405
80061,0,1,0.0
80062,6,118,5.084745762711864
80063,7,125,5.6
80064,1,31,3.225806451612903
80066,0,0,0.0
80067,0,0,0.0
81001,9,362,2.4861878453038675
81002,25,478,5.2301255230125525
81003,11,265,4.150943396226415
81004,8,285,2.807017543859649
81005,23,286,8.041958041958042
81006,18,439,4.100227790432802
81007,25,337,7.4183976261127595
81008,27,448,6.026785714285714
81009,22,356,6.179775280898877
81010,34,508,6.692913385826771
81011,45,662,6.7975830815709966
81012,27,356,7.584269662921348
81013,7,58,12.068965517241379
81014,43,611,7.037643207855973
81015,40,535,7.4766355140186915
81016,27,379,7.124010554089709
81017,85,879,9.670079635949943
81018,6,435,1.3793103448275863
81019,61,770,7.922077922077922
81020,61,584,10.445205479452055
81021,87,714,12.184873949579831
81022,47,669,7.025411061285501
81023,55,601,9.151414309484194
81024,11,429,2.5641025641025643
81025,17,268,6.343283582089552
81026,64,794,8.060453400503778
81027,38,745,5.100671140939597
81028,49,933,5.251875669882101
81029,58,823,7.047387606318347
81030,48,660,7.2727272727272725
81031,50,877,5.701254275940707
81032,51,583,8.747855917667238
81033,16,462,3.463203463203463
81034,39,709,5.500705218617772
81035,44,641,6.86427457098284
81036,35,443,7.900677200902934
81037,51,721,7.0735090152565885
81038,32,452,7.079646017699115
81039,40,572,6.993006993006993
81040,35,459,7.625272331154684
81041,21,333,6.306306306306307
81042,44,363,12.121212121212121
81043,33,471,7.006369426751593
81044,16,710,2.2535211267605635
81045,32,479,6.680584551148225
81046,26,286,9.090909090909092
81047,16,475,3.3684210526315788
81048,27,611,4.4189852700491
81049,22,476,4.621848739495798
81050,15,402,3.7313432835820897
81051,26,495,5.252525252525253
81052,13,487,2.6694045174537986
81053,47,534,8.801498127340825
81054,68,746,9.115281501340483
81055,11,169,6.508875739644971
81056,40,390,10.256410256410257
81057,12,460,2.608695652173913
81058,18,454,3.9647577092511015
81059,23,412,5.58252427184466
81060,0,0,0.0
81062,0,0,0.0
81063,0,1,0.0
82001,22,335,6.567164179104478
82002,4,122,3.278688524590164
82003,10,375,2.6666666666666665
82004,17,375,4.533333333333333
82005,16,275,5.818181818181818
82006,14,238,5.882352941176471
82007,15,359,4.178272980501393
82008,17,308,5.51948051948052
82009,20,421,4.750593824228028
82010,27,535,5.046728971962617
82011,17,407,4.176904176904177
82012,13,316,4.113924050632911
82013,11,292,3.767123287671233
82014,8,313,2.5559105431309903
82015,35,427,8.19672131147541
82016,14,429,3.2634032634032635
82017,1,44,2.272727272727273
82018,21,339,6.1946902654867255
82019,18,338,5.325443786982248
82020,20,370,5.405405405405405
82021,8,232,3.4482758620689653
82022,9,195,4.615384615384615
82023,12,222,5.405405405405405
82024,17,206,8.25242718446602
82025,29,553,5.244122965641953
82026,24,338,7.100591715976331
82027,23,310,7.419354838709677
82028,29,568,5.105633802816901
82029,40,513,7.797270955165692
82030,23,417,5.5155875299760195
82031,29,321,9.034267912772586
82032,38,423,8.983451536643026
82033,22,365,6.027397260273973
82034,18,322,5.590062111801243
82035,7,154,4.545454545454546
82036,15,387,3.875968992248062
82037,3,18,16.666666666666668
82038,24,457,5.25164113785558
82039,28,373,7.506702412868632
82040,24,382,6.282722513089006
82041,46,582,7.903780068728523
82042,48,556,8.633093525179856
82043,16,245,6.530612244897959
82044,13,251,5.179282868525896
82046,27,732,3.6885245901639343
82047,16,605,2.644628099173554
82048,29,860,3.372093023255814
82049,19,744,2.553763440860215
82050,18,637,2.82574568288854
82051,19,664,2.86144578313253
82053,9,138,6.521739130434782
82054,35,912,3.837719298245614
82055,32,819,3.907203907203907
82056,19,724,2.6243093922651934
82057,31,864,3.587962962962963
82058,24,888,2.7027027027027026
82059,24,878,2.733485193621868
82060,28,802,3.491271820448878
82061,33,844,3.909952606635071
82062,16,724,2.2099447513812156
82063,20,862,2.320185614849188
82064,19,871,2.1814006888633752
82065,22,776,2.8350515463917527
82066,19,556,3.41726618705036
82072,0,0,0.0
82076,0,0,0.0
82077,0,0,0.0
82078,0,0,0.0
82079,0,0,0.0
83001,8,738,1.084010840108401
83002,22,737,2.985074626865672
83003,16,698,2.292263610315186
83004,17,526,3.2319391634980987
83005,13,626,2.07667731629393
83006,18,765,2.3529411764705883
83007,18,783,2.2988505747126435
83008,10,479,2.0876826722338206
83009,11,444,2.4774774774774775
83010,12,503,2.3856858846918487
83011,17,690,2.463768115942029
83012,9,469,1.9189765458422174
83013,21,444,4.72972972972973
83014,17,432,3.935185185185185
83015,18,598,3.0100334448160537
83016,17,632,2.689873417721519
83017,17,602,2.823920265780731
83018,12,435,2.7586206896551726
83019,23,549,4.18943533697632
83020,16,690,2.318840579710145
83021,16,722,2.21606648199446
83022,16,770,2.0779220779220777
83023,19,850,2.235294117647059
83024,13,556,2.338129496402878
83025,17,764,2.225130890052356
83026,17,635,2.677165354330709
83027,8,426,1.8779342723004695
83028,11,463,2.375809935205184
83029,10,392,2.5510204081632653
83030,18,543,3.314917127071823
83031,21,541,3.8817005545286505
83032,16,690,2.318840579710145
83033,18,662,2.719033232628399
83034,13,594,2.1885521885521886
83035,14,644,2.1739130434782608
83036,15,435,3.4482758620689653
83037,16,428,3.7383177570093458
83038,13,425,3.0588235294117645
83039,10,522,1.9157088122605364
83040,8,286,2.797202797202797
83041,19,781,2.4327784891165174
83042,7,334,2.095808383233533
83043,16,505,3.1683168316831685
83044,19,846,2.2458628841607564
83045,8,446,1.7937219730941705
83046,19,707,2.6874115983026874
83047,11,637,1.7268445839874411
83048,15,753,1.9920318725099602
83049,11,347,3.170028818443804
83050,13,391,3.3248081841432224
83051,15,284,5.28169014084507
83052,10,422,2.3696682464454977
83053,15,429,3.4965034965034967
83054,11,612,1.7973856209150327
83055,0,0,0.0
83056,0,0,0.0
83058,7,278,2.5179856115107913
83059,1,73,1.36986301369863
83060,0,3,0.0
83061,3,217,1.3824884792626728
83062,4,227,1.7621145374449338
83063,8,291,2.7491408934707904
83064,5,75,6.666666666666667
83065,3,63,4.761904761904762
83066,2,133,1.5037593984962405
83067,2,113,1.7699115044247788
84001,8,510,1.5686274509803921
84002,8,165,4.848484848484849
84003,12,412,2.912621359223301
84004,15,463,3.239740820734341
84005,15,456,3.289473684210526
84006,17,468,3.6324786324786325
84007,21,347,6.051873198847262
84008,14,510,2.7450980392156863
84009,18,319,5.6426332288401255
84010,20,437,4.576659038901602
84011,16,441,3.6281179138321997
84012,37,398,9.296482412060302
84013,21,328,6.402439024390244
84014,23,330,6.96969696969697
84015,7,115,6.086956521739131
84016,13,180,7.222222222222222
84017,29,746,3.8873994638069704
84018,13,449,2.89532293986637
84019,10,347,2.881844380403458
84020,16,469,3.411513859275053
84021,14,328,4.2682926829268295
84022,14,440,3.1818181818181817
84023,16,209,7.655502392344498
84024,14,228,6.140350877192983
84025,15,493,3.0425963488843815
84026,15,323,4.643962848297214
84027,6,103,5.825242718446602
84028,14,522,2.681992337164751
84029,37,580,6.379310344827586
84030,10,382,2.6178010471204187
84031,16,449,3.56347438752784
84032,10,399,2.506265664160401
84033,9,241,3.7344398340248963
84034,24,454,5.286343612334802
84035,13,411,3.1630170316301705
84036,21,445,4.719101123595506
84037,22,409,5.378973105134475
84038,21,349,6.017191977077364
84039,19,270,7.037037037037037
84040,10,248,4.032258064516129
84041,20,422,4.739336492890995
84042,8,365,2.191780821917808
84043,18,430,4.186046511627907
84044,18,335,5.373134328358209
84045,20,394,5.0761421319796955
84046,14,381,3.674540682414698
84047,17,252,6.746031746031746
84048,30,460,6.521739130434782
84049,6,218,2.7522935779816513
84050,12,271,4.428044280442805
84051,39,530,7.3584905660377355
84052,6,76,7.894736842105263
84053,10,91,10.989010989010989
84054,11,182,6.043956043956044
84055,28,510,5.490196078431373
84056,10,173,5.780346820809249
84057,12,260,4.615384615384615
84058,11,373,2.9490616621983916
84059,3,34,8.823529411764707
84060,3,53,5.660377358490566
84061,9,180,5.0
84062,0,0,0.0
84064,9,134,6.7164179104477615
84065,5,180,2.7777777777777777
84066,20,179,11.1731843575419
84067,17,274,6.204379562043796
85001,49,826,5.932203389830509
85002,26,542,4.797047970479705
85003,12,402,2.985074626865672
85004,22,448,4.910714285714286
85005,26,645,4.0310077519379846
85006,13,345,3.7681159420289854
85007,3,314,0.9554140127388535
85008,3,202,1.4851485148514851
85009,19,498,3.8152610441767068
85010,19,336,5.654761904761905
85011,6,378,1.5873015873015872
85012,10,332,3.0120481927710845
85013,14,410,3.4146341463414633
85014,14,461,3.036876355748373
85015,26,793,3.278688524590164
85016,15,464,3.2327586206896552
85017,14,397,3.526448362720403
85018,0,10,0.0
85019,15,422,3.5545023696682465
85020,19,431,4.408352668213457
85021,19,534,3.5580524344569286
85022,28,543,5.156537753222836
85023,10,267,3.745318352059925
85024,8,193,4.1450777202072535
85025,12,401,2.9925187032418954
85026,5,300,1.6666666666666667
85027,10,243,4.11522633744856
85028,27,619,4.361873990306947
85029,24,492,4.878048780487805
85030,11,293,3.7542662116040955
85031,15,369,4.065040650406504
85032,16,296,5.405405405405405
85033,15,256,5.859375
85034,15,389,3.8560411311053984
85035,16,469,3.411513859275053
85036,29,491,5.906313645621181
85037,11,347,3.170028818443804
85038,0,0,0.0
85039,22,538,4.089219330855019
85040,21,357,5.882352941176471
85041,16,500,3.2
85042,8,362,2.2099447513812156
85043,22,444,4.954954954954955
85044,9,376,2.393617021276596
85045,13,327,3.9755351681957185
85046,21,516,4.069767441860465
85047,8,196,4.081632653061225
85048,9,243,3.7037037037037037
85049,9,235,3.8297872340425534
85050,11,371,2.964959568733154
85051,28,944,2.9661016949152543
85052,28,855,3.2748538011695905
85053,11,555,1.981981981981982
85054,23,379,6.068601583113456
85055,0,0,0.0
85056,0,0,0.0
85058,0,0,0.0
85061,0,0,0.0
85062,0,0,0.0
85084,0,48,0.0
85085,0,16,0.0
85086,0,1,0.0
86001,9,366,2.459016393442623
86002,16,468,3.4188034188034186
86003,3,51,5.882352941176471
86004,8,364,2.197802197802198
86005,11,351,3.133903133903134
86006,11,348,3.160919540229885
86007,8,476,1.680672268907563
86008,15,330,4.545454545454546
86009,17,544,3.125
86010,13,503,2.584493041749503
86011,14,424,3.30188679245283
86012,12,440,2.727272727272727
86013,16,393,4.071246819338422
86014,4,321,1.2461059190031152
86015,3,278,1.079136690647482
86016,9,438,2.0547945205479454
86017,10,321,3.115264797507788
86018,5,384,1.3020833333333333
86019,17,360,4.722222222222222
86020,12,341,3.5190615835777126
86021,5,350,1.4285714285714286
86022,8,318,2.5157232704402515
86023,14,326,4.294478527607362
86024,7,281,2.491103202846975
86025,6,248,2.4193548387096775
86026,9,368,2.4456521739130435
86027,13,291,4.4673539518900345
86028,19,294,6.462585034013605
86029,13,282,4.609929078014185
86030,17,391,4.3478260869565215
86031,17,466,3.648068669527897
86032,15,396,3.787878787878788
86033,7,473,1.4799154334038056
86034,7,319,2.19435736677116
86035,9,211,4.265402843601896
86036,6,321,1.8691588785046729
86037,15,427,3.51288056206089
86038,17,438,3.8812785388127855
86039,12,241,4.979253112033195
86040,3,45,6.666666666666667
86041,15,413,3.6319612590799033
86042,1,41,2.4390243902439024
86043,13,425,3.0588235294117645
86044,2,102,1.9607843137254901
86045,3,73,4.109589041095891
86046,7,225,3.111111111111111
86047,7,346,2.023121387283237
86048,11,286,3.8461538461538463
86049,17,503,3.3797216699801194
86050,25,437,5.720823798627002
86051,8,366,2.185792349726776
86052,8,421,1.9002375296912113
86053,15,333,4.504504504504505
87001,6,135,4.444444444444445
87002,13,413,3.1476997578692494
87003,16,454,3.5242290748898677
87004,8,240,3.3333333333333335
87005,2,181,1.1049723756906078
87006,23,545,4.220183486238532
87007,13,501,2.594810379241517
87008,5,151,3.3112582781456954
87009,19,520,3.6538461538461537
87010,12,331,3.6253776435045317
87011,20,440,4.545454545454546
87012,33,415,7.951807228915663
87013,9,366,2.459016393442623
87014,26,547,4.753199268738574
87015,18,612,2.9411764705882355
87016,21,566,3.7102473498233217
87017,23,500,4.6
87018,27,674,4.005934718100891
87019,23,670,3.4328358208955225
87020,26,535,4.859813084112149
87021,46,553,8.318264014466546
87022,25,577,4.332755632582322
87023,40,667,5.997001499250374
87024,25,608,4.1118421052631575
87025,22,582,3.7800687285223367
87026,12,553,2.1699819168173597
87027,26,513,5.0682261208577
87028,20,474,4.219409282700422
87029,26,419,6.205250596658711
87030,17,456,3.7280701754385963
87031,21,476,4.411764705882353
87032,20,482,4.149377593360996
87034,11,150,7.333333333333333
87035,22,357,6.162464985994398
87036,1,47,2.127659574468085
87037,0,36,0.0
87038,14,403,3.4739454094292803
87039,15,389,3.8560411311053984
87040,8,444,1.8018018018018018
87041,16,311,5.144694533762058
87042,28,559,5.008944543828265
87043,11,359,3.064066852367688
87044,17,383,4.438642297650131
87045,16,498,3.21285140562249
87046,12,525,2.2857142857142856
87047,21,506,4.150197628458498
87048,26,513,5.0682261208577
87049,21,590,3.559322033898305
87050,5,356,1.404494382022472
87051,13,414,3.140096618357488
87052,19,353,5.38243626062323
87053,13,514,2.529182879377432
87054,20,611,3.2733224222585924
87055,18,485,3.711340206185567
87056,1,5,20.0
87057,0,0,0.0
87059,0,0,0.0
